epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2573.47,1.50815,1.78501,1.45431,0.67719,0.61191,0.65613,0.31325,1.79049,1.90116,1.67806,0.000665897,0.000665897,0.000665897
2,5116.21,1.52217,1.36488,1.47592,0.82729,0.76881,0.83444,0.47653,1.49504,1.12496,1.41614,0.000892818,0.000892818,0.000892818
